sale_line_id,sale_date,store_id,product_id,quantity,unit_price,promotion_code,payment_method,product_name,category,store_name,city,region,discount_rate,gross_sales,discount_amount,net_sales,year,month,week,day_name
L00150,2026-03-24,S01,P007,2,310000.0,NONE,Cash,Smartwatch Active,Electronics,Cali Norte,Cali,Southwest,0.0,620000.0,0.0,620000.0,2026,3,13,Tuesday
L00151,2026-04-18,S01,P003,3,175000.0,NONE,Card,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,525000.0,0.0,525000.0,2026,4,16,Saturday
L00152,2026-02-27,S01,P007,3,310000.0,NONE,Cash,Smartwatch Active,Electronics,Cali Norte,Cali,Southwest,0.0,930000.0,0.0,930000.0,2026,2,9,Friday
L00153,2026-03-04,S01,P009,4,92000.0,NONE,Card,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,368000.0,0.0,368000.0,2026,3,10,Wednesday
L00154,2026-04-09,S01,P009,2,92000.0,NONE,Transfer,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,184000.0,0.0,184000.0,2026,4,15,Thursday
L00155,2026-02-13,S01,P004,1,390000.0,NONE,Cash,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.0,390000.0,0.0,390000.0,2026,2,7,Friday
L00156,2026-04-07,S01,P014,2,198000.0,NONE,Card,Electric Shaver,Personal Care,Cali Norte,Cali,Southwest,0.0,396000.0,0.0,396000.0,2026,4,15,Tuesday
L00157,2026-04-23,S01,P013,1,135000.0,NONE,Cash,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,135000.0,0.0,135000.0,2026,4,17,Thursday
L00158,2026-04-21,S01,P008,2,78000.0,NONE,Card,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,156000.0,0.0,156000.0,2026,4,17,Tuesday
L00159,2026-02-26,S01,P013,1,135000.0,NONE,Card,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,135000.0,0.0,135000.0,2026,2,9,Thursday
L00160,2026-04-22,S01,P013,1,135000.0,PROMO20,Transfer,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.2,135000.0,270.0,134730.0,2026,4,17,Wednesday
L00161,2026-03-14,S01,P008,2,78000.0,NONE,Cash,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,156000.0,0.0,156000.0,2026,3,11,Saturday
L00162,2026-02-02,S01,P013,3,135000.0,NONE,Card,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,405000.0,0.0,405000.0,2026,2,6,Monday
L00163,2026-02-16,S01,P001,3,145000.0,NONE,Card,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,435000.0,0.0,435000.0,2026,2,8,Monday
L00164,2026-04-28,S01,P008,1,78000.0,NONE,Cash,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,78000.0,0.0,78000.0,2026,4,18,Tuesday
L00165,2026-04-22,S01,P003,1,175000.0,NONE,Cash,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,175000.0,0.0,175000.0,2026,4,17,Wednesday
L00166,2026-04-22,S01,P010,2,115000.0,NONE,Cash,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,230000.0,0.0,230000.0,2026,4,17,Wednesday
L00167,2026-04-20,S01,P003,1,175000.0,NONE,Transfer,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,175000.0,0.0,175000.0,2026,4,17,Monday
L00168,2026-02-11,S01,P006,1,165000.0,NONE,Cash,Bluetooth Speaker,Electronics,Cali Norte,Cali,Southwest,0.0,165000.0,0.0,165000.0,2026,2,7,Wednesday
L00169,2026-03-21,S01,P010,2,115000.0,NONE,Card,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,230000.0,0.0,230000.0,2026,3,12,Saturday
L00170,2026-04-26,S01,P006,2,165000.0,NONE,Card,Bluetooth Speaker,Electronics,Cali Norte,Cali,Southwest,0.0,330000.0,0.0,330000.0,2026,4,17,Sunday
L00171,2026-02-12,S01,P013,4,135000.0,NONE,Cash,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,540000.0,0.0,540000.0,2026,2,7,Thursday
L00172,2026-04-09,S01,P011,2,138000.0,NONE,Transfer,Keyboard Compact,Home & Office,Cali Norte,Cali,Southwest,0.0,276000.0,0.0,276000.0,2026,4,15,Thursday
L00173,2026-04-16,S01,P008,4,78000.0,NONE,Card,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,312000.0,0.0,312000.0,2026,4,16,Thursday
L00174,2026-02-19,S01,P011,1,138000.0,NONE,Card,Keyboard Compact,Home & Office,Cali Norte,Cali,Southwest,0.0,138000.0,0.0,138000.0,2026,2,8,Thursday
L00175,2026-03-01,S01,P012,1,35000.0,NONE,Card,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,35000.0,0.0,35000.0,2026,3,9,Sunday
L00176,2026-02-01,S01,P003,2,175000.0,NONE,Transfer,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,350000.0,0.0,350000.0,2026,2,5,Sunday
L00177,2026-03-19,S01,P006,1,165000.0,NONE,Transfer,Bluetooth Speaker,Electronics,Cali Norte,Cali,Southwest,0.0,165000.0,0.0,165000.0,2026,3,12,Thursday
L00178,2026-02-25,S01,P003,4,175000.0,NONE,Cash,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,700000.0,0.0,700000.0,2026,2,9,Wednesday
L00179,2026-02-05,S01,P004,1,390000.0,NONE,Transfer,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.0,390000.0,0.0,390000.0,2026,2,6,Thursday
L00180,2026-02-07,S01,P001,2,145000.0,NONE,Card,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,290000.0,0.0,290000.0,2026,2,6,Saturday
L00181,2026-04-20,S01,P013,2,135000.0,PROMO20,Transfer,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.2,270000.0,540.0,269460.0,2026,4,17,Monday
L00182,2026-03-05,S01,P004,1,390000.0,PROMO15,Transfer,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.15,390000.0,585.0,389415.0,2026,3,10,Thursday
L00183,2026-02-14,S01,P010,1,115000.0,NONE,Card,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,115000.0,0.0,115000.0,2026,2,7,Saturday
L00184,2026-03-29,S01,P002,2,285000.0,NONE,Card,Coffee Maker Premium,Small Appliances,Cali Norte,Cali,Southwest,0.0,570000.0,0.0,570000.0,2026,3,13,Sunday
L00185,2026-02-22,S01,P011,3,138000.0,NONE,Cash,Keyboard Compact,Home & Office,Cali Norte,Cali,Southwest,0.0,414000.0,0.0,414000.0,2026,2,8,Sunday
L00186,2026-02-12,S01,P011,4,138000.0,NONE,Transfer,Keyboard Compact,Home & Office,Cali Norte,Cali,Southwest,0.0,552000.0,0.0,552000.0,2026,2,7,Thursday
L00187,2026-04-09,S01,P009,1,92000.0,NONE,Cash,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,92000.0,0.0,92000.0,2026,4,15,Thursday
L00188,2026-02-18,S01,P009,1,92000.0,NONE,Cash,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,92000.0,0.0,92000.0,2026,2,8,Wednesday
L00189,2026-03-07,S01,P012,1,35000.0,NONE,Card,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,35000.0,0.0,35000.0,2026,3,10,Saturday
L00190,2026-02-27,S01,P001,2,145000.0,NONE,Transfer,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,290000.0,0.0,290000.0,2026,2,9,Friday
L00191,2026-04-28,S01,P010,1,115000.0,NONE,Transfer,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,115000.0,0.0,115000.0,2026,4,18,Tuesday
L00192,2026-02-25,S01,P007,1,310000.0,NONE,Card,Smartwatch Active,Electronics,Cali Norte,Cali,Southwest,0.0,310000.0,0.0,310000.0,2026,2,9,Wednesday
L00193,2026-03-31,S01,P005,1,220000.0,NONE,Cash,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,220000.0,0.0,220000.0,2026,3,14,Tuesday
L00194,2026-04-08,S01,P013,3,135000.0,PROMO20,Card,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.2,405000.0,810.0,404190.0,2026,4,15,Wednesday
L00195,2026-04-02,S01,P013,3,135000.0,NONE,Transfer,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,405000.0,0.0,405000.0,2026,4,14,Thursday
L00196,2026-04-03,S01,P009,1,92000.0,NONE,Transfer,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,92000.0,0.0,92000.0,2026,4,14,Friday
L00197,2026-02-14,S01,P015,3,86000.0,NONE,Transfer,Digital Scale,Personal Care,Cali Norte,Cali,Southwest,0.0,258000.0,0.0,258000.0,2026,2,7,Saturday
L00198,2026-02-27,S01,P003,2,175000.0,NONE,Card,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,350000.0,0.0,350000.0,2026,2,9,Friday
L00199,2026-02-25,S01,P004,1,390000.0,NONE,Cash,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.0,390000.0,0.0,390000.0,2026,2,9,Wednesday
L00200,2026-04-16,S01,P003,2,175000.0,NONE,Transfer,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,350000.0,0.0,350000.0,2026,4,16,Thursday
L00201,2026-02-28,S01,P010,1,115000.0,NONE,Transfer,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,115000.0,0.0,115000.0,2026,2,9,Saturday
L00202,2026-02-26,S01,P007,1,310000.0,NONE,Transfer,Smartwatch Active,Electronics,Cali Norte,Cali,Southwest,0.0,310000.0,0.0,310000.0,2026,2,9,Thursday
L00203,2026-04-05,S01,P008,3,78000.0,NONE,Cash,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,234000.0,0.0,234000.0,2026,4,14,Sunday
L00204,2026-03-26,S01,P001,1,145000.0,NONE,Transfer,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,145000.0,0.0,145000.0,2026,3,13,Thursday
L00205,2026-03-01,S01,P003,1,175000.0,NONE,Card,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,175000.0,0.0,175000.0,2026,3,9,Sunday
L00206,2026-04-30,S01,P013,1,135000.0,NONE,Card,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,135000.0,0.0,135000.0,2026,4,18,Thursday
L00207,2026-04-07,S01,P013,1,135000.0,PROMO20,Cash,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.2,135000.0,270.0,134730.0,2026,4,15,Tuesday
L00208,2026-03-23,S01,P002,3,285000.0,NONE,Cash,Coffee Maker Premium,Small Appliances,Cali Norte,Cali,Southwest,0.0,855000.0,0.0,855000.0,2026,3,13,Monday
L00209,2026-02-28,S01,P008,1,78000.0,NONE,Cash,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,78000.0,0.0,78000.0,2026,2,9,Saturday
L00210,2026-03-28,S01,P007,1,310000.0,NONE,Card,Smartwatch Active,Electronics,Cali Norte,Cali,Southwest,0.0,310000.0,0.0,310000.0,2026,3,13,Saturday
L00211,2026-03-30,S01,P001,1,145000.0,NONE,Transfer,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,145000.0,0.0,145000.0,2026,3,14,Monday
L00212,2026-03-16,S01,P001,1,145000.0,NONE,Cash,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,145000.0,0.0,145000.0,2026,3,12,Monday
L00213,2026-03-09,S01,P013,1,135000.0,NONE,Cash,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,135000.0,0.0,135000.0,2026,3,11,Monday
L00214,2026-04-30,S01,P006,1,165000.0,NONE,Card,Bluetooth Speaker,Electronics,Cali Norte,Cali,Southwest,0.0,165000.0,0.0,165000.0,2026,4,18,Thursday
L00215,2026-04-08,S01,P003,2,175000.0,NONE,Card,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,350000.0,0.0,350000.0,2026,4,15,Wednesday
L00216,2026-04-20,S01,P002,1,285000.0,NONE,Card,Coffee Maker Premium,Small Appliances,Cali Norte,Cali,Southwest,0.0,285000.0,0.0,285000.0,2026,4,17,Monday
L00217,2026-03-15,S01,P002,1,285000.0,NONE,Card,Coffee Maker Premium,Small Appliances,Cali Norte,Cali,Southwest,0.0,285000.0,0.0,285000.0,2026,3,11,Sunday
L00218,2026-02-21,S01,P012,2,35000.0,NONE,Transfer,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,70000.0,0.0,70000.0,2026,2,8,Saturday
L00219,2026-04-28,S01,P003,2,175000.0,NONE,Transfer,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,350000.0,0.0,350000.0,2026,4,18,Tuesday
L00220,2026-04-20,S01,P009,2,92000.0,NONE,Transfer,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,184000.0,0.0,184000.0,2026,4,17,Monday
L00221,2026-02-13,S01,P009,2,92000.0,NONE,Cash,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,184000.0,0.0,184000.0,2026,2,7,Friday
L00222,2026-04-09,S01,P012,1,35000.0,NONE,Card,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,35000.0,0.0,35000.0,2026,4,15,Thursday
L00223,2026-03-11,S01,P008,1,78000.0,NONE,Transfer,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,78000.0,0.0,78000.0,2026,3,11,Wednesday
L00224,2026-02-07,S01,P005,2,220000.0,NONE,Cash,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,440000.0,0.0,440000.0,2026,2,6,Saturday
L00225,2026-02-10,S01,P012,3,35000.0,NONE,Transfer,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,105000.0,0.0,105000.0,2026,2,7,Tuesday
L00226,2026-02-22,S01,P005,1,220000.0,NONE,Card,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,220000.0,0.0,220000.0,2026,2,8,Sunday
L00227,2026-04-09,S01,P012,1,35000.0,NONE,Cash,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,35000.0,0.0,35000.0,2026,4,15,Thursday
L00228,2026-02-23,S01,P004,1,390000.0,NONE,Transfer,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.0,390000.0,0.0,390000.0,2026,2,9,Monday
L00229,2026-04-18,S01,P010,1,115000.0,NONE,Cash,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,115000.0,0.0,115000.0,2026,4,16,Saturday
L00230,2026-02-21,S01,P005,1,220000.0,NONE,Cash,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,220000.0,0.0,220000.0,2026,2,8,Saturday
L00231,2026-03-21,S01,P012,1,35000.0,NONE,Cash,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,35000.0,0.0,35000.0,2026,3,12,Saturday
L00232,2026-04-23,S01,P005,2,220000.0,NONE,Cash,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,440000.0,0.0,440000.0,2026,4,17,Thursday
L00233,2026-04-21,S01,P012,3,35000.0,NONE,Cash,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,105000.0,0.0,105000.0,2026,4,17,Tuesday
L00234,2026-03-10,S01,P006,1,165000.0,NONE,Transfer,Bluetooth Speaker,Electronics,Cali Norte,Cali,Southwest,0.0,165000.0,0.0,165000.0,2026,3,11,Tuesday
L00235,2026-04-01,S01,P003,1,175000.0,NONE,Cash,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,175000.0,0.0,175000.0,2026,4,14,Wednesday
L00236,2026-02-11,S01,P010,1,115000.0,NONE,Cash,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,115000.0,0.0,115000.0,2026,2,7,Wednesday
L00237,2026-04-20,S01,P015,1,86000.0,NONE,Card,Digital Scale,Personal Care,Cali Norte,Cali,Southwest,0.0,86000.0,0.0,86000.0,2026,4,17,Monday
L00238,2026-03-23,S01,P003,2,175000.0,NONE,Transfer,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,350000.0,0.0,350000.0,2026,3,13,Monday
L00239,2026-03-06,S01,P012,1,35000.0,NONE,Cash,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,35000.0,0.0,35000.0,2026,3,10,Friday
L00240,2026-03-23,S01,P003,3,175000.0,NONE,Card,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,525000.0,0.0,525000.0,2026,3,13,Monday
L00241,2026-03-18,S02,P008,1,78000.0,NONE,Transfer,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,78000.0,0.0,78000.0,2026,3,12,Wednesday
L00242,2026-03-15,S02,P003,1,175000.0,NONE,Card,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,175000.0,0.0,175000.0,2026,3,11,Sunday
L00243,2026-03-24,S02,P005,1,220000.0,NONE,Card,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,220000.0,0.0,220000.0,2026,3,13,Tuesday
L00244,2026-04-13,S02,P007,1,310000.0,PROMO10B,Transfer,Smartwatch Active,Electronics,Bogotá Centro,Bogotá,Central,0.1,310000.0,310.0,309690.0,2026,4,16,Monday
L00245,2026-08-04,S02,P009,1,92000.0,NONE,Transfer,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,92000.0,0.0,92000.0,2026,8,32,Tuesday
L00246,2026-03-23,S02,P002,1,285000.0,NONE,Transfer,Coffee Maker Premium,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,285000.0,0.0,285000.0,2026,3,13,Monday
L00247,2026-03-19,S02,P009,1,92000.0,NONE,Transfer,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,92000.0,0.0,92000.0,2026,3,12,Thursday
L00248,2026-02-18,S02,P012,1,35000.0,NONE,Card,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,35000.0,0.0,35000.0,2026,2,8,Wednesday
L00249,2026-02-13,S02,P012,1,35000.0,NONE,Cash,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,35000.0,0.0,35000.0,2026,2,7,Friday
L00250,2026-02-14,S02,P006,1,165000.0,NONE,Card,Bluetooth Speaker,Electronics,Bogotá Centro,Bogotá,Central,0.0,165000.0,0.0,165000.0,2026,2,7,Saturday
L00251,2026-02-28,S02,P001,1,145000.0,NONE,Transfer,Coffee Maker Basic,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,145000.0,0.0,145000.0,2026,2,9,Saturday
L00252,2026-02-26,S02,P010,1,115000.0,NONE,Transfer,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,115000.0,0.0,115000.0,2026,2,9,Thursday
L00253,2026-03-14,S02,P004,1,390000.0,PROMO15,Card,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.15,390000.0,585.0,389415.0,2026,3,11,Saturday
L00254,2026-02-18,S02,P004,2,390000.0,NONE,Transfer,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,780000.0,0.0,780000.0,2026,2,8,Wednesday
L00255,2026-05-03,S02,P013,1,135000.0,NONE,Cash,Hair Dryer,Personal Care,Bogotá Centro,Bogotá,Central,0.0,135000.0,0.0,135000.0,2026,5,18,Sunday
L00256,2026-03-22,S02,P005,1,220000.0,PROMO12,Transfer,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.12,220000.0,264.0,219736.0,2026,3,12,Sunday
L00257,2026-05-02,S02,P003,2,175000.0,NONE,Cash,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,350000.0,0.0,350000.0,2026,5,18,Saturday
L00258,2026-02-22,S02,P012,1,35000.0,NONE,Cash,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,35000.0,0.0,35000.0,2026,2,8,Sunday
L00259,2026-05-04,S02,P010,1,115000.0,NONE,Card,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,115000.0,0.0,115000.0,2026,5,19,Monday
L00260,2026-07-03,S02,P004,2,390000.0,NONE,Transfer,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,780000.0,0.0,780000.0,2026,7,27,Friday
L00262,2026-04-29,S02,P005,3,220000.0,NONE,Cash,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,660000.0,0.0,660000.0,2026,4,18,Wednesday
L00263,2026-04-19,S02,P005,1,220000.0,NONE,Card,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,220000.0,0.0,220000.0,2026,4,16,Sunday
L00264,2026-04-28,S02,P012,1,35000.0,NONE,Transfer,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,35000.0,0.0,35000.0,2026,4,18,Tuesday
L00265,2026-03-23,S02,P003,2,175000.0,NONE,Transfer,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,350000.0,0.0,350000.0,2026,3,13,Monday
L00266,2026-03-29,S02,P012,1,35000.0,NONE,Transfer,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,35000.0,0.0,35000.0,2026,3,13,Sunday
L00267,2026-12-02,S02,P001,1,145000.0,NONE,Cash,Coffee Maker Basic,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,145000.0,0.0,145000.0,2026,12,49,Wednesday
L00268,2026-02-17,S02,P002,4,285000.0,NONE,Card,Coffee Maker Premium,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,1140000.0,0.0,1140000.0,2026,2,8,Tuesday
L00269,2026-03-02,S02,P003,4,175000.0,NONE,Card,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,700000.0,0.0,700000.0,2026,3,10,Monday
L00270,2026-07-03,S02,P010,1,115000.0,NONE,Transfer,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,115000.0,0.0,115000.0,2026,7,27,Friday
L00271,2026-02-22,S02,P003,2,175000.0,NONE,Transfer,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,350000.0,0.0,350000.0,2026,2,8,Sunday
L00272,2026-02-21,S02,P001,1,145000.0,NONE,Card,Coffee Maker Basic,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,145000.0,0.0,145000.0,2026,2,8,Saturday
L00273,2026-11-03,S02,P008,3,78000.0,NONE,Cash,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,234000.0,0.0,234000.0,2026,11,45,Tuesday
L00274,2026-02-20,S02,P006,1,165000.0,NONE,Transfer,Bluetooth Speaker,Electronics,Bogotá Centro,Bogotá,Central,0.0,165000.0,0.0,165000.0,2026,2,8,Friday
L00275,2026-01-03,S02,P001,2,145000.0,NONE,Transfer,Coffee Maker Basic,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,290000.0,0.0,290000.0,2026,1,1,Saturday
L00276,2026-03-31,S02,P005,2,220000.0,NONE,Card,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,440000.0,0.0,440000.0,2026,3,14,Tuesday
L00277,2026-03-04,S02,P009,1,92000.0,NONE,Card,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,92000.0,0.0,92000.0,2026,3,10,Wednesday
L00278,2026-03-28,S02,P008,1,78000.0,NONE,Card,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,78000.0,0.0,78000.0,2026,3,13,Saturday
L00279,2026-06-03,S02,P004,1,390000.0,PROMO15,Cash,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.15,390000.0,585.0,389415.0,2026,6,23,Wednesday
L00280,2026-03-23,S02,P013,1,135000.0,NONE,Cash,Hair Dryer,Personal Care,Bogotá Centro,Bogotá,Central,0.0,135000.0,0.0,135000.0,2026,3,13,Monday
L00281,2026-02-28,S02,P009,1,92000.0,PROMO08,Cash,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.08,92000.0,73.60000000000001,91926.4,2026,2,9,Saturday
L00282,2026-04-25,S02,P012,1,35000.0,NONE,Transfer,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,35000.0,0.0,35000.0,2026,4,17,Saturday
L00283,2026-04-13,S02,P004,1,390000.0,NONE,Cash,Air Fryer 4L,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,390000.0,0.0,390000.0,2026,4,16,Monday
L00284,2026-10-02,S02,P009,1,92000.0,NONE,Cash,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,92000.0,0.0,92000.0,2026,10,40,Friday
L00285,2026-12-04,S02,P012,2,35000.0,NONE,Transfer,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,70000.0,0.0,70000.0,2026,12,49,Friday
L00286,2026-10-03,S02,P013,1,135000.0,NONE,Cash,Hair Dryer,Personal Care,Bogotá Centro,Bogotá,Central,0.0,135000.0,0.0,135000.0,2026,10,40,Saturday
L00287,2026-02-18,S02,P009,2,92000.0,NONE,Cash,Desk Lamp LED,Home & Office,Bogotá Centro,Bogotá,Central,0.0,184000.0,0.0,184000.0,2026,2,8,Wednesday
L00288,2026-02-26,S02,P005,3,220000.0,NONE,Cash,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,660000.0,0.0,660000.0,2026,2,9,Thursday
L00289,2026-03-13,S02,P006,1,165000.0,NONE,Cash,Bluetooth Speaker,Electronics,Bogotá Centro,Bogotá,Central,0.0,165000.0,0.0,165000.0,2026,3,11,Friday
L00290,2026-04-28,S02,P010,1,115000.0,NONE,Card,Ergonomic Mouse,Home & Office,Bogotá Centro,Bogotá,Central,0.0,115000.0,0.0,115000.0,2026,4,18,Tuesday
L00291,2026-03-28,S02,P012,1,35000.0,NONE,Card,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,35000.0,0.0,35000.0,2026,3,13,Saturday
L00292,2026-07-02,S02,P012,1,35000.0,NONE,Cash,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,35000.0,0.0,35000.0,2026,7,27,Thursday
L00293,2026-02-27,S02,P008,1,78000.0,NONE,Card,USB-C Charger,Electronics,Bogotá Centro,Bogotá,Central,0.0,78000.0,0.0,78000.0,2026,2,9,Friday
L00294,2026-02-13,S02,P003,2,175000.0,NONE,Transfer,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,350000.0,0.0,350000.0,2026,2,7,Friday
L00295,2026-12-03,S02,P005,1,220000.0,NONE,Card,Wireless Headphones,Electronics,Bogotá Centro,Bogotá,Central,0.0,220000.0,0.0,220000.0,2026,12,49,Thursday
L00296,2026-04-17,S02,P003,1,175000.0,NONE,Transfer,Blender 500W,Small Appliances,Bogotá Centro,Bogotá,Central,0.0,175000.0,0.0,175000.0,2026,4,16,Friday
L00297,2026-04-16,S02,P012,1,35000.0,NONE,Transfer,Notebook Pack,Home & Office,Bogotá Centro,Bogotá,Central,0.0,35000.0,0.0,35000.0,2026,4,16,Thursday
